カテゴリ,施設名,郵便番号,所在地,住所,番地,法人・団体名,確認・許可年月日,種別,旧種別,登録期限,保健所
旅館業,林旅館,522-0058,彦根市須越町,彦根市須越町１２９５,１２９５,,S44/11/01,旅館・ホテル,旅館,,彦根
旅館業,ホテルルートイン彦根,522-0027,彦根市東沼波町,彦根市東沼波町１１１－３,１１１－３,ルートインジャパン株式会社,H20/12/16,旅館・ホテル,ホテル,,彦根
旅館業,ビジネスホテル 大和,522-0021,彦根市幸町,彦根市幸町７６,７６,株式会社57企画,H21/03/30,旅館・ホテル,ホテル,,彦根
旅館業,コンフォートホテル彦根,522-0007,彦根市古沢町,彦根市古沢町１５５,１５５,株式会社グリーンズ,H21/04/13,旅館・ホテル,ホテル,,彦根
旅館業,ファミリーロッジ旅籠屋・彦根店,529-1303,愛知郡愛荘町長野,愛知郡愛荘町長野１３－１,１３－１,株式会社旅籠屋,H21/04/15,旅館・ホテル,ホテル,,彦根
旅館業,ホテル エスタシオンひこね,522-0073,彦根市旭町,彦根市旭町８－３１,８－３１,合同会社ホテルエスタシオン,H21/05/12,旅館・ホテル,ホテル,,彦根
旅館業,ビジネス旅館 近江屋,529-1331,愛知郡愛荘町愛知川,愛知郡愛荘町愛知川８８３,８８３,有限会社近江屋,H21/12/25,旅館・ホテル,旅館,,彦根
旅館業,ＨＯＴＥＬ ＯＷＬ,522-0006,彦根市佐和山町,彦根市佐和山町２５７－１,２５７－１,株式会社ジャパン観光,H22/04/06,旅館・ホテル,ホテル,,彦根
旅館業,レストイン多賀,522-0342,犬上郡多賀町敏満寺,犬上郡多賀町敏満寺６６－３６,６６－３６,株式会社グリーンズ,H22/11/02,簡易宿所,,,彦根
旅館業,ホテル 憩,522-0002,彦根市松原町,彦根市松原町１４３０,１４３０,株式会社サルビア,H22/12/21,旅館・ホテル,旅館,,彦根
旅館業,ゲストハウス無我,522-0087,彦根市芹橋一丁目,彦根市芹橋一丁目４－４１,４－４１,,H25/08/12,簡易宿所,,,彦根
旅館業,関西大学 彦根荘,522-0057,彦根市八坂町,彦根市八坂町２０７１－７,２０７１－７,学校法人関西大学,H25/12/13,簡易宿所,,,彦根
旅館業,ホテル ビワドッグ,521-1135,彦根市新海町,彦根市新海町３２６０,３２６０,株式会社シルバーバックス・ホスピタリ ティマネジメント,H26/08/25,旅館・ホテル,ホテル,,彦根
旅館業,高取山ふれあい公園,522-0335,犬上郡多賀町藤瀬,犬上郡多賀町藤瀬１０９０,１０９０,多賀町,H07/07/21,簡易宿所,,,彦根
旅館業,本町宿,522-0064,彦根市本町三丁目,彦根市本町三丁目３－５５,３－５５,特定非営利活動法人ひこね文化デザイン フォーラム,H28/02/24,旅館・ホテル,旅館,,彦根
旅館業,＊彦根びわこホテル,522-0041,彦根市平田町,彦根市平田町６３,６３,彦根びわこホテル株式会社,H28/11/28,旅館・ホテル,ホテル,,彦根
旅館業,彦根びわこホテル簡易宿泊所,522-0041,彦根市平田町,彦根市平田町６３,６３,彦根びわこホテル株式会社,H29/03/31,簡易宿所,,,彦根
旅館業,東横ＩＮＮ彦根駅東口,522-0010,彦根市駅東町,彦根市駅東町２－１,２－１,株式会社東横イン,H30/01/11,旅館・ホテル,ホテル,,彦根
旅館業,ＡＢホテル彦根,522-0074,彦根市大東町,彦根市大東町５－９,５－９,ＡＢホテル株式会社,R02/09/29,旅館・ホテル,,,彦根
旅館業,庵－ラピス本町,522-0064,彦根市本町一丁目,彦根市本町一丁目８－１９,８－１９,有限会社オフィシエイトＤＣ,R01/10/10,簡易宿所,,,彦根
旅館業,ＧＵＥＳＴ ＨＯＵＳＥ 名残屋,522-0066,彦根市栄町二丁目,彦根市栄町二丁目６－２４,６－２４,,R03/09/29,簡易宿所,,,彦根
旅館業,彦根ゲストハウス淡夢,522-0064,彦根市本町一丁目,彦根市本町一丁目２－１,２－１,,R04/04/05,簡易宿所,,,彦根
旅館業,亀の井ホテル 彦根,522-0002,彦根市松原町,彦根市松原町３７５９,３７５９,アイコニア・ホスピタリティ株式会社,R04/04/05,旅館・ホテル,,,彦根
旅館業,蒼の湖邸 ＢＩＷＡＦＲＯＮＴ ＨＩＫＯＮＥ,522-0002,彦根市松原町,彦根市松原町１４３５－９１,１４３５－９１,株式会社ビワフロント彦根,R05/08/04,旅館・ホテル,,,彦根
旅館業,古民家改修簡易宿所「おむすび」,529-1165,犬上郡豊郷町吉田,犬上郡豊郷町吉田１９０,１９０,,R05/03/06,簡易宿所,,,彦根
旅館業,ＣａＳａ Ｅ・Ｈ,522-0074,彦根市大東町,彦根市大東町７－２０,７－２０,合同会社ホテルエスタシオン,R05/03/31,簡易宿所,,,彦根
旅館業,Ｓａｌａ Ｅｓｔａｃｉｏｎ,522-0075,彦根市佐和町,彦根市佐和町２１４,２１４,合同会社ホテルエスタシオン,R05/03/31,簡易宿所,,,彦根
旅館業,貸別荘 せせらぎ,522-0271,犬上郡甲良町下之郷,犬上郡甲良町下之郷１６０２,１６０２,株式会社けんそう,R05/07/10,簡易宿所,,,彦根
旅館業,がてんの宿 彦根ＴＳ,522-0004,彦根市鳥居本町,彦根市鳥居本町２３３７－１,２３３７－１,株式会社フューチャーライフ,R05/11/30,簡易宿所,,,彦根
旅館業,Ｔｒａｉｌ ｉｎｎ 彦根城,522-0002,彦根市松原町,彦根市松原町１８３６－１,１８３６－１,株式会社ヒーローライフカンパニー,R06/07/22,旅館・ホテル,,,彦根
旅館業,彦根びわこホテル簡易宿泊所,522-0041,彦根市平田町,彦根市平田町６３,６３,ＢＳＬ株式会社,R06/09/30,旅館・ホテル,,,彦根
旅館業,ＣＨＡＲＩ3,522-0087,彦根市芹橋二丁目,彦根市芹橋二丁目２－５６,２－５６,,R07/01/06,旅館・ホテル,,,彦根
旅館業,ゲストハウス彦根銀座,522-0083,彦根市河原二丁目,彦根市河原二丁目２－３７,２－３７,株式会社Ｙ,R06/11/28,簡易宿所,,,彦根
旅館業,ＬＡＫＥ ｖｉｌｌａ ＣＨＩＴＯＳＥ,522-0002,彦根市松原二丁目,彦根市松原二丁目４－１３,４－１３,株式会社ＣＨＩＴＯＳＥ,R07/06/18,簡易宿所,,,彦根
旅館業,ＨＡＴＡＧＯ ＨＩＫＯＮＥ,522-0064,彦根市本町二丁目,彦根市本町二丁目４－２３,４－２３,株式会社一圓興産,R07/07/10,旅館・ホテル,,,彦根
旅館業,Ｂ・ｈｏｍｅ彦根地蔵,522-0029,彦根市地蔵町,彦根市地蔵町５３７,５３７,ビームアールイーマネジメント株式会社,R07/04/17,簡易宿所,,,彦根
旅館業,ＨＡＴＡＧＯ ＨＩＫＯＮＥ 別邸,522-0064,彦根市本町二丁目,彦根市本町二丁目１－３,１－３,株式会社一圓興産,R07/08/19,旅館・ホテル,,,彦根
旅館業,中山道愛知川宿街道交流館,529-1331,愛知郡愛荘町愛知川,愛知郡愛荘町愛知川３８－２,３８－２,一般社団法人愛荘町観光協会,R07/09/16,旅館・ホテル,,,彦根
旅館業,彦根びわこホテル,522-0041,彦根市平田町,彦根市平田町６３,６３,ＢＳＬ株式会社,R07/12/12,旅館・ホテル,,,彦根
旅館業,彦根レイクサイドリゾート,521-1135,彦根市新海町,彦根市新海町２１９４,２１９４,株式会社橋本建設,R08/03/13,旅館・ホテル,,,彦根
旅館業,Ｐｒｉｖａｔｅ Ｖｉｌｌａ やす井別邸,522-0082,彦根市安清町,彦根市安清町３２０,３２０,株式会社粋屋やす井,R08/05/22,旅館・ホテル,,,彦根
旅館業,ＧＦＣ奥琵琶湖レイクシア,529-0721,長浜市西浅井町大浦,長浜市西浅井町大浦１９９０－２,１９９０－２,株式会社グリーンフィールド,H01/07/14,旅館・ホテル,旅館,,長浜
旅館業,アルバトロス一号館,521-0202,米原市柏原,米原市柏原伊屋谷７,伊屋谷７,株式会社ケイテイシ－,H03/07/03,簡易宿所,,,長浜
旅館業,エクシブ琵琶湖,521-0004,米原市磯,米原市磯１４７７－２,１４７７－２,リゾートトラスト株式会社,H09/03/21,旅館・ホテル,ホテル,,長浜
旅館業,おおくら,526-0113,長浜市南浜町,長浜市南浜町１１３０－５,１１３０－５,,H11/08/01,簡易宿所,,,長浜
旅館業,ことぶき旅館,526-0032,長浜市南高田町,長浜市南高田町６－５,６－５,,H08/02/08,旅館・ホテル,旅館,,長浜
旅館業,ことぶき旅館,526-0032,長浜市南高田町,長浜市南高田町６－５,６－５,有限会社昭寿,S64/01/01,旅館・ホテル,旅館,,長浜
旅館業,セレマ ホテル 木之本,529-0425,長浜市木之本町木之本,長浜市木之本町木之本１６１８－３,１６１８－３,株式会社セレマ,H18/12/21,旅館・ホテル,ホテル,,長浜
旅館業,ノーザンライツ,529-0721,長浜市西浅井町大浦,長浜市西浅井町大浦１８０２－９,１８０２－９,,H12/01/19,簡易宿所,,,長浜
旅館業,ビジネスホテル ビーチ,526-0065,長浜市公園町,長浜市公園町６－２８,６－２８,有限会社丸豊,S61/04/05,旅館・ホテル,旅館,,長浜
旅館業,ビジネスホテルいずみ,526-0031,長浜市八幡東町,長浜市八幡東町２２４,２２４,株式会社イトウ,H10/08/07,旅館・ホテル,ホテル,,長浜
旅館業,ビジネスホテル風遊館,526-0031,長浜市八幡東町,長浜市八幡東町２２５、２２５－３,２２５、２２５－３,株式会社イトウ,H10/06/25,旅館・ホテル,ホテル,,長浜
旅館業,ビジネス旅館 多賀,529-0341,長浜市湖北町速水,長浜市湖北町速水１５７５,１５７５,,S55/07/02,簡易宿所,,,長浜
旅館業,ビジネス旅館 浜,526-0031,長浜市八幡東町,長浜市八幡東町４４１,４４１,中居産業株式会社,S53/02/01,旅館・ホテル,旅館,,長浜
旅館業,ふじ石亭,526-0056,長浜市朝日町,長浜市朝日町４７，４８,４７，４８,株式会社ふじ石亭,H17/11/11,簡易宿所,,,長浜
旅館業,ペンションいぶき,521-0312,米原市上野,米原市上野９８３－１,９８３－１,,H02/08/11,旅館・ホテル,旅館,,長浜
旅館業,ホテル あずさ,521-0211,米原市梓河内,米原市梓河内１０７６－１他,１０７６－１他,有限会社あずさ,S60/02/01,旅館・ホテル,旅館,,長浜
旅館業,ホテル ナインハーフ,526-0047,長浜市下坂浜町,長浜市下坂浜町２４８－１２,２４８－１２,有限会社ホテル鴨,S61/04/17,旅館・ホテル,旅館,,長浜
旅館業,隠宿凛,521-0013,米原市梅ケ原,米原市梅ケ原２８０－１,２８０－１,有限会社ベルサイユ,H02/01/29,旅館・ホテル,旅館,,長浜
旅館業,ホテル マドンナ,521-0211,米原市梓河内,米原市梓河内１０３１－１,１０３１－１,有限会社ヤマツー,H10/04/23,旅館・ホテル,ホテル,,長浜
旅館業,ホテル ラ・ピラミッド,529-0205,長浜市高月町唐川,長浜市高月町唐川１１１０,１１１０,新木産業株式会社,H13/04/13,簡易宿所,,,長浜
旅館業,ホテル リスボン,521-0031,米原市一色,米原市一色１－５,１－５,有限会社駒グル－プ,H07/06/05,旅館・ホテル,旅館,,長浜
旅館業,ホテルルートイン長浜インター,526-0804,長浜市加納町,長浜市加納町８８４－１,８８４－１,ルートインジャパン株式会社,H19/11/19,旅館・ホテル,ホテル,,長浜
旅館業,ホテル 米原,521-0013,米原市梅ケ原,米原市梅ケ原１４１８－１,１４１８－１,,S42/10/23,旅館・ホテル,旅館,,長浜
旅館業,ホテルステーション,526-0058,長浜市南呉服町,長浜市南呉服町３２２,３２２,,S55/02/21,簡易宿所,,,長浜
旅館業,ホテルレストランスター,521-0202,米原市柏原,米原市柏原,,,H04/06/09,簡易宿所,,,長浜
旅館業,ホテル余呉高原リゾート,529-0531,長浜市余呉町中河内,長浜市余呉町中河内３７３,３７３,株式会社マルア興産,H02/12/28,旅館・ホテル,ホテル,,長浜
旅館業,まさご旅館,529-0706,長浜市西浅井町余,長浜市西浅井町余２３７－２,２３７－２,,S50/05/07,旅館・ホテル,旅館,,長浜
旅館業,みかどや,521-0312,米原市上野,米原市上野１０９７,１０９７,,H10/11/16,旅館・ホテル,旅館,,長浜
旅館業,みことや,521-0312,米原市上野,米原市上野６８３,６８３,,S59/06/06,簡易宿所,,,長浜
旅館業,よしや,529-0726,長浜市西浅井町菅浦,長浜市西浅井町菅浦１７０,１７０,,S51/01/06,旅館・ホテル,旅館,,長浜
旅館業,ラダー,529-0721,長浜市西浅井町大浦,長浜市西浅井町大浦１８２４,１８２４,,H11/04/28,簡易宿所,,,長浜
旅館業,リゾートホテル伊吹平,521-0322,米原市杉澤,米原市杉澤５１４－３,５１４－３,,S60/04/22,旅館・ホテル,ホテル,,長浜
旅館業,ロッジ 山,521-0312,米原市上野,米原市上野伊吹山１８５５－２３,伊吹山１８５５－２３,,H10/06/01,簡易宿所,,,長浜
旅館業,ロテル・デュ・ラク,529-0721,長浜市西浅井町大浦,長浜市西浅井町大浦２０６４,２０６４,新木産業株式会社,H15/10/14,旅館・ホテル,ホテル,,長浜
旅館業,伊吹高原荘,521-0312,米原市上野,米原市上野１８５５,１８５５,,S56/11/17,旅館・ホテル,旅館,,長浜
旅館業,伊吹山ロッジ,521-0312,米原市上野,米原市上野伊吹山２合目,伊吹山２合目,,S45/12/21,旅館・ホテル,旅館,,長浜
旅館業,羽衣荘,529-0523,長浜市余呉町川並,長浜市余呉町川並１３４５,１３４５,,S53/08/31,簡易宿所,,,長浜
旅館業,奥びわこ山荘,529-0437,長浜市木之本町飯浦,長浜市木之本町飯浦（その他）８７０－１,（その他）８７０－１,,H02/06/22,旅館・ホテル,旅館,,長浜
旅館業,花屋旅館,521-0012,米原市米原,米原市米原５５５－２,５５５－２,,S57/02/24,旅館・ホテル,旅館,,長浜
旅館業,割烹 佐吉,529-0726,長浜市西浅井町菅浦,長浜市西浅井町菅浦２３４,２３４,,R05/06/22,簡易宿所,,,長浜
旅館業,丸彦,521-0312,米原市上野,米原市上野１１２３,１１２３,,S64/01/01,旅館・ホテル,旅館,,長浜
旅館業,宮前館,521-0312,米原市上野,米原市上野８２７,８２７,,H10/05/12,旅館・ホテル,旅館,,長浜
旅館業,魚作楼,529-0141,長浜市五村,長浜市五村２４１,２４１,有限会社魚作楼,S54/04/18,旅館・ホテル,旅館,,長浜
旅館業,玉乃屋,521-0012,米原市米原,米原市米原２３０,２３０,,S53/02/17,旅館・ホテル,旅館,,長浜
旅館業,近江屋,521-0012,米原市米原,米原市米原６００,６００,,S46/04/20,旅館・ホテル,旅館,,長浜
旅館業,近江屋旅館,526-0023,長浜市三ツ矢町,長浜市三ツ矢町１５－２１,１５－２１,,H16/03/17,旅館・ホテル,旅館,,長浜
旅館業,三献の宿～木之本～,529-0411,長浜市木之本町古橋,長浜市木之本町古橋１０９４,１０９４,奥伊吹観光株式会社,H21/03/04,旅館・ホテル,旅館,,長浜
旅館業,高佐屋,526-0201,長浜市高山町,長浜市高山町３５２１,３５２１,,S27/11/22,旅館・ホテル,旅館,,長浜
旅館業,三谷旅館,526-0059,長浜市元浜町,長浜市元浜町１９－１９,１９－１９,,S40/01/26,旅館・ホテル,旅館,,長浜
旅館業,滋賀県立長浜ドーム宿泊研修館,526-0829,長浜市田村町,長浜市田村町１４１１－１,１４１１－１,滋賀県,H04/10/06,簡易宿所,,,長浜
旅館業,小松屋,526-0203,長浜市野瀬町,長浜市野瀬町８９３－２,８９３－２,,S64/01/01,旅館・ホテル,旅館,,長浜
旅館業,須賀谷温泉,526-0277,長浜市須賀谷町,長浜市須賀谷町５６,５６,有限会社須賀谷温泉,H16/10/22,旅館・ホテル,旅館,,長浜
旅館業,正木屋,529-0414,長浜市木之本町川合,長浜市木之本町川合,,,S27/09/04,旅館・ホテル,旅館,,長浜
旅館業,清泉閣,529-0425,長浜市木之本町木之本,長浜市木之本町木之本１３２５,１３２５,,S63/07/08,旅館・ホテル,旅館,,長浜
旅館業,想古亭 げんない,529-0431,長浜市木之本町大音,長浜市木之本町大音１５２９－１,１５２９－１,,S38/07/01,旅館・ホテル,旅館,,長浜
旅館業,草野旅館,529-0425,長浜市木之本町木之本,長浜市木之本町木之本１３３７,１３３７,有限会社草野旅館,H11/12/10,旅館・ホテル,旅館,,長浜
旅館業,大見いこいの広場,529-0415,長浜市木之本町大見,長浜市木之本町大見７２２,７２２,株式会社ふるさと夢公社きのもと,H08/04/24,旅館・ホテル,旅館,,長浜
旅館業,中部弘済サービス,521-0016,米原市下多良,米原市下多良米原駅構内,米原駅構内,株式会社米原職員集会所,S64/01/01,旅館・ホテル,旅館,,長浜
旅館業,長治庵,529-0402,長浜市木之本町杉野,長浜市木之本町杉野２７０２,２７０２,,S64/01/01,旅館・ホテル,旅館,,長浜
旅館業,Ｇｒａｎｄ Ｍｅｒｃｕｒｅ Ｌａｋｅ Ｂｉｗａ Ｒｅｓ ｏｒｔ＆Ｓｐａ,526-0066,長浜市大島町,長浜市大島町３８,３８,シガ・ナガハマ２株式会社,S62/09/21,旅館・ホテル,ホテル,,長浜
旅館業,田中屋,529-0141,長浜市五村,長浜市五村３５５－３,３５５－３,,S54/08/29,旅館・ホテル,旅館,,長浜
旅館業,日の出荘,521-0312,米原市上野,米原市上野伊吹山２合目,伊吹山２合目,,S48/12/22,旅館・ホテル,旅館,,長浜
旅館業,飯之浦硝友クラブ,529-0437,長浜市木之本町飯浦,長浜市木之本町飯浦６８０,６８０,日本電気硝子株式会社,S52/11/28,旅館・ホテル,旅館,,長浜
旅館業,福田屋,529-0425,長浜市木之本町木之本,長浜市木之本町木之本１５４８－１,１５４８－１,,S36/04/18,旅館・ホテル,旅館,,長浜
旅館業,鮒熊楼,526-0054,長浜市大宮町,長浜市大宮町８－１,８－１,,S44/09/02,旅館・ホテル,旅館,,長浜
旅館業,文右衛門,529-0523,長浜市余呉町川並,長浜市余呉町川並２６１－１,２６１－１,,S50/12/01,旅館・ホテル,旅館,,長浜
旅館業,平四郎,529-0701,長浜市西浅井町塩津浜,長浜市西浅井町塩津浜１１５８,１１５８,,S46/12/17,簡易宿所,,,長浜
旅館業,平田旅館,526-0032,長浜市南高田町,長浜市南高田町２－３５,２－３５,有限会社平田,S37/08/20,旅館・ホテル,旅館,,長浜
旅館業,北ビワコホテル グラツィエ,526-0067,長浜市港町,長浜市港町４－１７,４－１７,株式会社住文,H12/02/24,旅館・ホテル,ホテル,,長浜
旅館業,北国屋旅館,521-0314,米原市春照,米原市春照５００,５００,有限会社北国屋,H09/03/05,旅館・ホテル,旅館,,長浜
旅館業,民宿 判次,529-0701,長浜市西浅井町塩津浜,長浜市西浅井町塩津浜８６２,８６２,,S57/02/01,簡易宿所,,,長浜
旅館業,油常,529-0342,長浜市湖北高田町,長浜市湖北高田町４９３,４９３,,S36/12/06,旅館・ホテル,旅館,,長浜
旅館業,有限会社香露園,521-0033,米原市上丹生,米原市上丹生１５１５,１５１５,有限会社香露園,S48/08/16,旅館・ホテル,旅館,,長浜
旅館業,有限会社宗谷亭,521-0033,米原市上丹生,米原市上丹生１４８７,１４８７,有限会社宗谷亭,S37/06/13,旅館・ホテル,旅館,,長浜
旅館業,余呉の郷 せせらぎ荘,529-0531,長浜市余呉町中河内,長浜市余呉町中河内２７０－１,２７０－１,株式会社マルア興産,H14/03/13,旅館・ホテル,旅館,,長浜
旅館業,旅館紅鮎,529-0364,長浜市湖北町尾上,長浜市湖北町尾上３１２,３１２,株式会社紅鮎,S63/09/16,旅館・ホテル,旅館,,長浜
旅館業,旅館なかにし,526-0037,長浜市高田町,長浜市高田町３－９,３－９,,S53/02/17,旅館・ホテル,旅館,,長浜
旅館業,森林文化交流センター,529-0515,長浜市余呉町中之郷,長浜市余呉町中之郷２９５,２９５,株式会社ロハス長浜,H21/03/18,簡易宿所,,,長浜
旅館業,ウッディパル余呉,529-0515,長浜市余呉町中之郷,長浜市余呉町中之郷２６０,２６０,株式会社ロハス長浜,H21/03/18,簡易宿所,,,長浜
旅館業,アートホテル長浜,526-0021,長浜市八幡中山町,長浜市八幡中山町２８－１,２８－１,株式会社エーヌ,H22/01/18,旅館・ホテル,ホテル,,長浜
旅館業,東横ＩＮＮ米原駅新幹線西口,521-0015,米原市米原西,米原市米原西８番,８番,株式会社パートナーズ２１,H27/03/21,旅館・ホテル,ホテル,,長浜
旅館業,荘三郎,521-0307,米原市大久保,米原市大久保６０２,６０２,,H22/10/25,簡易宿所,,,長浜
旅館業,長次郎,521-0305,米原市上板並,米原市上板並１８３,１８３,,H22/10/25,簡易宿所,,,長浜
旅館業,善兵衛新館,521-0303,米原市甲賀,米原市甲賀９２８,９２８,,H22/10/25,簡易宿所,,,長浜
旅館業,旅籠 白忠,526-0056,長浜市朝日町,長浜市朝日町１０－１１,１０－１１,有限会社成駒家,H23/06/08,簡易宿所,,,長浜
旅館業,二本松コテージ村,529-0721,長浜市西浅井町大浦,長浜市西浅井町大浦２１９１－１,２１９１－１,,H22/12/01,簡易宿所,,,長浜
旅館業,農家民宿 キスケ,529-0437,長浜市木之本町飯浦,長浜市木之本町飯浦５４７,５４７,,H23/06/30,簡易宿所,,,長浜
旅館業,ホテルＹｅｓ長浜駅前館 １番館,526-0058,長浜市南呉服町,長浜市南呉服町９－３０,９－３０,合資会社俵彦,H23/07/01,旅館・ホテル,ホテル,,長浜
旅館業,ホテルＹｅｓ長浜駅前館 ２番館,526-0058,長浜市南呉服町,長浜市南呉服町９ー２２,９ー２２,合資会社俵彦,H23/07/01,旅館・ホテル,ホテル,,長浜
旅館業,国際文化交流ハウス,526-0015,長浜市神照町,長浜市神照町５１９,５１９,長浜市,R05/05/18,旅館・ホテル,,,長浜
旅館業,四郎左,521-0307,米原市大久保,米原市大久保１０６２,１０６２,,H24/08/14,簡易宿所,,,長浜
旅館業,重郎平,521-0306,米原市下板並,米原市下板並５５０,５５０,,H24/08/28,簡易宿所,,,長浜
旅館業,吉郎平,521-0306,米原市下板並,米原市下板並５４７,５４７,,H24/08/14,簡易宿所,,,長浜
旅館業,サコ,521-0303,米原市甲賀,米原市甲賀６２３,６２３,,H24/08/14,簡易宿所,,,長浜
旅館業,甚吉,521-0301,米原市甲津原,米原市甲津原５１７,５１７,,H24/08/14,簡易宿所,,,長浜
旅館業,千エ門,521-0305,米原市上板並,米原市上板並１００,１００,,H24/08/15,簡易宿所,,,長浜
旅館業,グリーンホテルＹｅｓ長浜 みなと館,526-0067,長浜市港町,長浜市港町２－２８,２－２８,滋賀不動産株式会社,H25/05/29,旅館・ホテル,ホテル,,長浜
旅館業,まちやの宿いろは,526-0059,長浜市元浜町,長浜市元浜町１４－２２,１４－２２,株式会社新長浜計画,H25/12/27,旅館・ホテル,旅館,,長浜
旅館業,四季庵,529-0721,長浜市西浅井町大浦,長浜市西浅井町大浦１０２５－１,１０２５－１,,H26/07/28,簡易宿所,,,長浜
旅館業,高山キャンプ場（休養施設・バンガロー）,526-0201,長浜市高山町,長浜市高山町２３２４外,２３２４外,株式会社ロハス長浜,H27/04/01,簡易宿所,,,長浜
旅館業,浜湖月,526-0065,長浜市公園町,長浜市公園町４－２５,４－２５,株式会社浜湖月,H28/05/25,旅館・ホテル,旅館,,長浜
旅館業,あざい カルチャー＆スポーツビレッジ,526-0203,長浜市野瀬町,長浜市野瀬町７３０,７３０,株式会社日本水泳振興会,H28/10/17,簡易宿所,,,長浜
旅館業,伊吹山スロービレッジ 元氣堂,521-0308,米原市小泉,米原市小泉１,１,,H29/06/01,簡易宿所,,,長浜
旅館業,徳山,529-0523,長浜市余呉町川並,長浜市余呉町川並１４０８,１４０８,株式会社徳山,H29/05/17,簡易宿所,,,長浜
旅館業,農家民宿 尾﨑,526-0826,長浜市小一条町,長浜市小一条町２４３,２４３,,H29/07/06,簡易宿所,,,長浜
旅館業,レジーナリゾートびわ湖長浜,526-0065,長浜市公園町,長浜市公園町４－２２,４－２２,東京建物リゾート株式会社,H30/05/08,旅館・ホテル,ホテル,,長浜
旅館業,Kishida House,529-0322,長浜市湖北町小今,長浜市湖北町小今１３５,１３５,,H29/10/06,簡易宿所,,,長浜
旅館業,きひろ,529-0364,長浜市湖北町尾上,長浜市湖北町尾上３１３－１３,３１３－１３,株式会社きひろ,H29/11/27,旅館・ホテル,旅館,,長浜
旅館業,欅 HOUSE KAYOMO,529-0205,長浜市高月町唐川,長浜市高月町唐川５０６,５０６,,H29/11/27,簡易宿所,,,長浜
旅館業,ＧＵＥＳＴ ＨＯＵＳＥ 楽,521-0202,米原市柏原,米原市柏原２８６０,２８６０,,H30/07/17,簡易宿所,,,長浜
旅館業,ゲストハウス 居醒庵,521-0035,米原市醒井,米原市醒井３７８,３７８,株式会社ゴムの木農園,R01/12/23,簡易宿所,,,長浜
旅館業,寝地蔵,529-0422,長浜市木之本町田部,長浜市木之本町田部５０４－５,５０４－５,,H30/07/25,簡易宿所,,,長浜
旅館業,ゲストハウス ミエイ,529-0434,長浜市木之本町北布施,長浜市木之本町北布施１９３,１９３,株式会社ＹＡＭＡＧＡＲＡ,H30/11/01,簡易宿所,,,長浜
旅館業,奥琵琶湖キャンプ場,529-0721,長浜市西浅井町大浦,長浜市西浅井町大浦１７９７－３,１７９７－３,有限会社奥琵琶湖キャンプ場,H30/09/27,簡易宿所,,,長浜
旅館業,ＴＨＥ ＮＡＧＡＨＡＭＡ ＨＯＴＥＬＳ 紗蔵,526-0056,長浜市朝日町,長浜市朝日町３５－２,３５－２,有限会社森野ビル,H31/01/28,旅館・ホテル,,,長浜
旅館業,メグルヤ,521-0202,米原市柏原,米原市柏原２２０１－３,２２０１－３,,R01/10/17,簡易宿所,,,長浜
旅館業,片原楽家,526-0059,長浜市元浜町,長浜市元浜町１１－４,１１－４,株式会社ＫＯＭＩＮＫＡ企画,R02/12/25,簡易宿所,,,長浜
旅館業,キャンピングトレーラー,521-0093,米原市寺倉,米原市寺倉３６０－１ ガレージ内,３６０－１ ガレージ内,,R01/12/10,簡易宿所,,,長浜
旅館業,奥伊吹アグリコテージ,521-0301,米原市甲津原,米原市甲津原１７０,１７０,奥伊吹観光株式会社,R02/04/09,簡易宿所,,,長浜
旅館業,そよも,521-0301,米原市甲津原,米原市甲津原４５７,４５７,一般社団法人古民家再生協会滋賀,R02/05/13,簡易宿所,,,長浜
旅館業,ホテル ナレッジイン,521-0015,米原市米原西,米原市米原西２３,２３,ＮＳＫビル管理株式会社,R02/08/21,旅館・ホテル,,,長浜
旅館業,竹生優庵,526-0123,長浜市下八木町,長浜市下八木町３７６,３７６,株式会社ＫＯＭＩＮＫＡ企画,R03/02/19,簡易宿所,,,長浜
旅館業,曲谷の古民家 結,521-0302,米原市曲谷,米原市曲谷１３２,１３２,山室木材工業株式会社,R02/11/18,簡易宿所,,,長浜
旅館業,住吉屋旅館,529-0241,長浜市高月町高月,長浜市高月町高月２５,２５,有限会社住吉屋,R02/10/07,旅館・ホテル,,,長浜
旅館業,舟倉,529-0364,長浜市湖北町尾上,長浜市湖北町尾上３１３－７,３１３－７,,R02/10/21,旅館・ホテル,,,長浜
旅館業,ＲＥＳＯＲＴ×ＳＰＡ ＦｕｔｕｒｅＲＥＳＯＲＴ,526-0824,長浜市名越町,長浜市名越町１０１６－４,１０１６－４,株式会社フューチャーリゾート,R03/05/18,旅館・ホテル,,,長浜
旅館業,Ｙｏｇｏ Ｒｅｓｔ Ｖｉｌｌａ′ｓ,529-0521,長浜市余呉町下余呉,長浜市余呉町下余呉１９０３,１９０３,,R03/06/14,簡易宿所,,,長浜
旅館業,ＲＥＳＯＲＴ×ＳＰＡ ＦｕｔｕｒｅＲＥＳＯＲＴ ＤＯＭ Ｅ,526-0824,長浜市名越町,長浜市名越町１０１６－４,１０１６－４,株式会社フューチャーリゾート,R03/05/18,簡易宿所,,,長浜
旅館業,上平寺御城下うむ,521-0327,米原市上平寺,米原市上平寺２１２,２１２,株式会社ＵＭＵ,R03/08/28,簡易宿所,,,長浜
